DATE,TIME,STREET1,STREET2,HOOD_158,geometry,date,day_of_week,longitude,latitude,time,hour
2009-01-14,1355,TAPSCOTT RD,FINCH AVE E,144,"{'type': 'MultiPoint', 'coordinates': [[-79.2370899997791, 43.8142450002291]]}",2009-01-14,Wed,-79.2370899997791,43.8142450002291,1355,13
2009-01-18,1528,DUFFERIN ST,WINGOLD AVE,31,"{'type': 'MultiPoint', 'coordinates': [[-79.4524899994088, 43.7038449995702]]}",2009-01-18,Sun,-79.4524899994088,43.7038449995702,1528,15
2009-01-18,1528,DUFFERIN ST,WINGOLD AVE,31,"{'type': 'MultiPoint', 'coordinates': [[-79.4524899994088, 43.7038449995702]]}",2009-01-18,Sun,-79.4524899994088,43.7038449995702,1528,15
2009-01-18,1528,DUFFERIN ST,WINGOLD AVE,31,"{'type': 'MultiPoint', 'coordinates': [[-79.4524899994088, 43.7038449995702]]}",2009-01-18,Sun,-79.4524899994088,43.7038449995702,1528,15
2009-01-19,1805,EGLINTON AVE E,RUMSEY RD,56,"{'type': 'MultiPoint', 'coordinates': [[-79.369690000275, 43.7125449998512]]}",2009-01-19,Mon,-79.369690000275,43.7125449998512,1805,18
2009-01-19,1805,EGLINTON AVE E,RUMSEY RD,56,"{'type': 'MultiPoint', 'coordinates': [[-79.369690000275, 43.7125449998512]]}",2009-01-19,Mon,-79.369690000275,43.7125449998512,1805,18
2009-01-19,1805,EGLINTON AVE E,RUMSEY RD,56,"{'type': 'MultiPoint', 'coordinates': [[-79.369690000275, 43.7125449998512]]}",2009-01-19,Mon,-79.369690000275,43.7125449998512,1805,18
2009-01-20,1320,LAKE SHORE Boul E,LOWER SHERBOURNE Stre,166,"{'type': 'MultiPoint', 'coordinates': [[-79.366090000181, 43.6462450001797]]}",2009-01-20,Tue,-79.366090000181,43.6462450001797,1320,13
2009-01-20,1320,LAKE SHORE Boul E,LOWER SHERBOURNE Stre,166,"{'type': 'MultiPoint', 'coordinates': [[-79.366090000181, 43.6462450001797]]}",2009-01-20,Tue,-79.366090000181,43.6462450001797,1320,13
2009-01-20,1320,LAKE SHORE Boul E,LOWER SHERBOURNE Stre,166,"{'type': 'MultiPoint', 'coordinates': [[-79.366090000181, 43.6462450001797]]}",2009-01-20,Tue,-79.366090000181,43.6462450001797,1320,13
2009-01-20,1320,LAKE SHORE Boul E,LOWER SHERBOURNE Stre,166,"{'type': 'MultiPoint', 'coordinates': [[-79.366090000181, 43.6462450001797]]}",2009-01-20,Tue,-79.366090000181,43.6462450001797,1320,13
2009-01-21,1532,1317 PAPE Ave,None,58,"{'type': 'MultiPoint', 'coordinates': [[-79.3510319995656, 43.6953229998402]]}",2009-01-21,Wed,-79.3510319995656,43.6953229998402,1532,15
2009-01-21,1532,1317 PAPE Ave,None,58,"{'type': 'MultiPoint', 'coordinates': [[-79.3510319995656, 43.6953229998402]]}",2009-01-21,Wed,-79.3510319995656,43.6953229998402,1532,15
2009-01-21,1532,1317 PAPE Ave,None,58,"{'type': 'MultiPoint', 'coordinates': [[-79.3510319995656, 43.6953229998402]]}",2009-01-21,Wed,-79.3510319995656,43.6953229998402,1532,15
2009-01-24,1420,COMMISSIONERS Stre,DON ROADWAY,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3449900001345, 43.6485449998231]]}",2009-01-24,Sat,-79.3449900001345,43.6485449998231,1420,14
2009-01-24,1420,COMMISSIONERS Stre,DON ROADWAY,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3449900001345, 43.6485449998231]]}",2009-01-24,Sat,-79.3449900001345,43.6485449998231,1420,14
2009-01-26,17,LAKE SHORE Boul E,CARLAW Aven,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3373899996483, 43.6549450003811]]}",2009-01-26,Mon,-79.3373899996483,43.6549450003811,0017,00
2009-01-26,17,LAKE SHORE Boul E,CARLAW Aven,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3373899996483, 43.6549450003811]]}",2009-01-26,Mon,-79.3373899996483,43.6549450003811,0017,00
2009-01-28,1352,GERRARD St E,YONGE St,168,"{'type': 'MultiPoint', 'coordinates': [[-79.3820900000221, 43.6590449998083]]}",2009-01-28,Wed,-79.3820900000221,43.6590449998083,1352,13
2009-01-28,1352,GERRARD St E,YONGE St,168,"{'type': 'MultiPoint', 'coordinates': [[-79.3820900000221, 43.6590449998083]]}",2009-01-28,Wed,-79.3820900000221,43.6590449998083,1352,13
2009-01-28,1352,GERRARD St E,YONGE St,168,"{'type': 'MultiPoint', 'coordinates': [[-79.3820900000221, 43.6590449998083]]}",2009-01-28,Wed,-79.3820900000221,43.6590449998083,1352,13
2009-01-28,1352,GERRARD St E,YONGE St,168,"{'type': 'MultiPoint', 'coordinates': [[-79.3820900000221, 43.6590449998083]]}",2009-01-28,Wed,-79.3820900000221,43.6590449998083,1352,13
2009-01-28,2119,THE EAST MALL,EVANS Aven,20,"{'type': 'MultiPoint', 'coordinates': [[-79.5437899999648, 43.6118449997552]]}",2009-01-28,Wed,-79.5437899999648,43.6118449997552,2119,21
2009-01-28,2119,THE EAST MALL,EVANS Aven,20,"{'type': 'MultiPoint', 'coordinates': [[-79.5437899999648, 43.6118449997552]]}",2009-01-28,Wed,-79.5437899999648,43.6118449997552,2119,21
2009-01-31,1700,BLACK CREEK DR,EGLINTON AVE W,110,"{'type': 'MultiPoint', 'coordinates': [[-79.4828899997705, 43.6883449999677]]}",2009-01-31,Sat,-79.4828899997705,43.6883449999677,1700,17
2009-01-31,1700,BLACK CREEK DR,EGLINTON AVE W,110,"{'type': 'MultiPoint', 'coordinates': [[-79.4828899997705, 43.6883449999677]]}",2009-01-31,Sat,-79.4828899997705,43.6883449999677,1700,17
2009-01-31,1700,BLACK CREEK DR,EGLINTON AVE W,110,"{'type': 'MultiPoint', 'coordinates': [[-79.4828899997705, 43.6883449999677]]}",2009-01-31,Sat,-79.4828899997705,43.6883449999677,1700,17
2009-02-02,930,GREENWOOD Aven,DUNDAS Stre E,65,"{'type': 'MultiPoint', 'coordinates': [[-79.326590000267, 43.6675449998301]]}",2009-02-02,Mon,-79.326590000267,43.6675449998301,0930,09
2009-02-02,930,GREENWOOD Aven,DUNDAS Stre E,65,"{'type': 'MultiPoint', 'coordinates': [[-79.326590000267, 43.6675449998301]]}",2009-02-02,Mon,-79.326590000267,43.6675449998301,0930,09
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1345,3372 KEELE ST,None,27,"{'type': 'MultiPoint', 'coordinates': [[-79.4870900004311, 43.7475450003275]]}",2009-02-02,Mon,-79.4870900004311,43.7475450003275,1345,13
2009-02-02,1430,KINGSTON Road,SHARPE Stre,122,"{'type': 'MultiPoint', 'coordinates': [[-79.2512899996851, 43.706344999919]]}",2009-02-02,Mon,-79.2512899996851,43.706344999919,1430,14
2009-02-02,1430,KINGSTON Road,SHARPE Stre,122,"{'type': 'MultiPoint', 'coordinates': [[-79.2512899996851, 43.706344999919]]}",2009-02-02,Mon,-79.2512899996851,43.706344999919,1430,14
2009-02-02,1610,FINCH AVE W,WESTON RD,22,"{'type': 'MultiPoint', 'coordinates': [[-79.5423900005171, 43.7520450004505]]}",2009-02-02,Mon,-79.5423900005171,43.7520450004505,1610,16
2009-02-02,1610,FINCH AVE W,WESTON RD,22,"{'type': 'MultiPoint', 'coordinates': [[-79.5423900005171, 43.7520450004505]]}",2009-02-02,Mon,-79.5423900005171,43.7520450004505,1610,16
2009-02-02,1610,FINCH AVE W,WESTON RD,22,"{'type': 'MultiPoint', 'coordinates': [[-79.5423900005171, 43.7520450004505]]}",2009-02-02,Mon,-79.5423900005171,43.7520450004505,1610,16
2009-02-05,905,YORK MILLS RD,HARRISON RD,40,"{'type': 'MultiPoint', 'coordinates': [[-79.3787899996511, 43.749745000091]]}",2009-02-05,Thu,-79.3787899996511,43.749745000091,0905,09
2009-02-05,905,YORK MILLS RD,HARRISON RD,40,"{'type': 'MultiPoint', 'coordinates': [[-79.3787899996511, 43.749745000091]]}",2009-02-05,Thu,-79.3787899996511,43.749745000091,0905,09
2009-02-05,905,YORK MILLS RD,HARRISON RD,40,"{'type': 'MultiPoint', 'coordinates': [[-79.3787899996511, 43.749745000091]]}",2009-02-05,Thu,-79.3787899996511,43.749745000091,0905,09
2009-02-08,1856,DUNDAS ST W,BERESFORD AVE,89,"{'type': 'MultiPoint', 'coordinates': [[-79.4828899998632, 43.6655449997655]]}",2009-02-08,Sun,-79.4828899998632,43.6655449997655,1856,18
2009-02-08,1856,DUNDAS ST W,BERESFORD AVE,89,"{'type': 'MultiPoint', 'coordinates': [[-79.4828899998632, 43.6655449997655]]}",2009-02-08,Sun,-79.4828899998632,43.6655449997655,1856,18
2009-02-09,2,PAPE Aven,LIPTON Aven,67,"{'type': 'MultiPoint', 'coordinates': [[-79.3452899998291, 43.6799449996675]]}",2009-02-09,Mon,-79.3452899998291,43.6799449996675,0002,00
2009-02-09,2,PAPE Aven,LIPTON Aven,67,"{'type': 'MultiPoint', 'coordinates': [[-79.3452899998291, 43.6799449996675]]}",2009-02-09,Mon,-79.3452899998291,43.6799449996675,0002,00
2009-02-12,1444,DUFFERIN ST,BANK ST,84,"{'type': 'MultiPoint', 'coordinates': [[-79.4306900003191, 43.6477449997535]]}",2009-02-12,Thu,-79.4306900003191,43.6477449997535,1444,14
2009-02-12,1444,DUFFERIN ST,BANK ST,84,"{'type': 'MultiPoint', 'coordinates': [[-79.4306900003191, 43.6477449997535]]}",2009-02-12,Thu,-79.4306900003191,43.6477449997535,1444,14
2009-02-12,1444,DUFFERIN ST,BANK ST,84,"{'type': 'MultiPoint', 'coordinates': [[-79.4306900003191, 43.6477449997535]]}",2009-02-12,Thu,-79.4306900003191,43.6477449997535,1444,14
2009-02-13,125,423 BRIMORTON DR,None,142,"{'type': 'MultiPoint', 'coordinates': [[-79.2376899999166, 43.7689449996396]]}",2009-02-13,Fri,-79.2376899999166,43.7689449996396,0125,01
2009-02-13,125,423 BRIMORTON DR,None,142,"{'type': 'MultiPoint', 'coordinates': [[-79.2376899999166, 43.7689449996396]]}",2009-02-13,Fri,-79.2376899999166,43.7689449996396,0125,01
2009-02-13,1725,YONGE ST,HARLANDALE AVE W,38,"{'type': 'MultiPoint', 'coordinates': [[-79.4111899995845, 43.762344999672]]}",2009-02-13,Fri,-79.4111899995845,43.762344999672,1725,17
2009-02-13,1725,YONGE ST,HARLANDALE AVE W,38,"{'type': 'MultiPoint', 'coordinates': [[-79.4111899995845, 43.762344999672]]}",2009-02-13,Fri,-79.4111899995845,43.762344999672,1725,17
2009-02-17,613,MCNICOLL Aven,MIDLAND Aven,130,"{'type': 'MultiPoint', 'coordinates': [[-79.2921899999326, 43.8146449995751]]}",2009-02-17,Tue,-79.2921899999326,43.8146449995751,0613,06
2009-02-17,613,MCNICOLL Aven,MIDLAND Aven,130,"{'type': 'MultiPoint', 'coordinates': [[-79.2921899999326, 43.8146449995751]]}",2009-02-17,Tue,-79.2921899999326,43.8146449995751,0613,06
2009-02-17,613,MCNICOLL AVE,MIDLAND AVE,130,"{'type': 'MultiPoint', 'coordinates': [[-79.2921899995, 43.8145449998206]]}",2009-02-17,Tue,-79.2921899995,43.8145449998206,0613,06
2009-02-17,613,MCNICOLL AVE,MIDLAND AVE,130,"{'type': 'MultiPoint', 'coordinates': [[-79.2921899995, 43.8145449998206]]}",2009-02-17,Tue,-79.2921899995,43.8145449998206,0613,06
2009-02-17,955,DON MILLS RD,OVERLEA BLVD,44,"{'type': 'MultiPoint', 'coordinates': [[-79.3341859997705, 43.7094449996298]]}",2009-02-17,Tue,-79.3341859997705,43.7094449996298,0955,09
2009-02-17,955,DON MILLS RD,OVERLEA BLVD,44,"{'type': 'MultiPoint', 'coordinates': [[-79.3341859997705, 43.7094449996298]]}",2009-02-17,Tue,-79.3341859997705,43.7094449996298,0955,09
2009-02-17,1438,VICTORIA PARK AVE,MUSGRAVE ST,122,"{'type': 'MultiPoint', 'coordinates': [[-79.2869899999224, 43.6879449997543]]}",2009-02-17,Tue,-79.2869899999224,43.6879449997543,1438,14
2009-02-17,1438,VICTORIA PARK AVE,MUSGRAVE ST,122,"{'type': 'MultiPoint', 'coordinates': [[-79.2869899999224, 43.6879449997543]]}",2009-02-17,Tue,-79.2869899999224,43.6879449997543,1438,14
2009-02-19,1945,WESTON RD,CLOUSTON AVE,113,"{'type': 'MultiPoint', 'coordinates': [[-79.5063899998224, 43.6947449998946]]}",2009-02-19,Thu,-79.5063899998224,43.6947449998946,1945,19
2009-02-19,1945,WESTON RD,CLOUSTON AVE,113,"{'type': 'MultiPoint', 'coordinates': [[-79.5063899998224, 43.6947449998946]]}",2009-02-19,Thu,-79.5063899998224,43.6947449998946,1945,19
2009-02-21,255,STADACONA DR,WILSON AVE,33,"{'type': 'MultiPoint', 'coordinates': [[-79.436690000088, 43.7368449995746]]}",2009-02-21,Sat,-79.436690000088,43.7368449995746,0255,02
2009-02-21,255,STADACONA DR,WILSON AVE,33,"{'type': 'MultiPoint', 'coordinates': [[-79.436690000088, 43.7368449995746]]}",2009-02-21,Sat,-79.436690000088,43.7368449995746,0255,02
2009-02-21,1105,BROADWAY Aven,MOUNT PLEASANT Road,99,"{'type': 'MultiPoint', 'coordinates': [[-79.3911899999389, 43.7111450001737]]}",2009-02-21,Sat,-79.3911899999389,43.7111450001737,1105,11
2009-02-21,2001,YORK MILLS RD,DON MILLS RD,40,"{'type': 'MultiPoint', 'coordinates': [[-79.3469899995132, 43.7558450001787]]}",2009-02-21,Sat,-79.3469899995132,43.7558450001787,2001,20
2009-02-21,2001,YORK MILLS RD,DON MILLS RD,40,"{'type': 'MultiPoint', 'coordinates': [[-79.3469899995132, 43.7558450001787]]}",2009-02-21,Sat,-79.3469899995132,43.7558450001787,2001,20
2009-02-23,1635,F G GARDINER XY  E,YONGE ST,166,"{'type': 'MultiPoint', 'coordinates': [[-79.3746899997266, 43.6446449999448]]}",2009-02-23,Mon,-79.3746899997266,43.6446449999448,1635,16
2009-02-23,1635,F G GARDINER XY  E,YONGE ST,166,"{'type': 'MultiPoint', 'coordinates': [[-79.3746899997266, 43.6446449999448]]}",2009-02-23,Mon,-79.3746899997266,43.6446449999448,1635,16
2009-02-23,1635,F G GARDINER XY  E,YONGE ST,166,"{'type': 'MultiPoint', 'coordinates': [[-79.3746899997266, 43.6446449999448]]}",2009-02-23,Mon,-79.3746899997266,43.6446449999448,1635,16
2009-02-23,1635,F G GARDINER XY  E,YONGE ST,166,"{'type': 'MultiPoint', 'coordinates': [[-79.3746899997266, 43.6446449999448]]}",2009-02-23,Mon,-79.3746899997266,43.6446449999448,1635,16
2009-02-23,1925,KING ST W,BAY ST,170,"{'type': 'MultiPoint', 'coordinates': [[-79.3802670000952, 43.6486379995659]]}",2009-02-23,Mon,-79.3802670000952,43.6486379995659,1925,19
2009-02-23,1925,KING ST W,BAY ST,170,"{'type': 'MultiPoint', 'coordinates': [[-79.3802670000952, 43.6486379995659]]}",2009-02-23,Mon,-79.3802670000952,43.6486379995659,1925,19
2009-02-23,1925,KING ST W,BAY ST,170,"{'type': 'MultiPoint', 'coordinates': [[-79.3802670000952, 43.6486379995659]]}",2009-02-23,Mon,-79.3802670000952,43.6486379995659,1925,19
2009-02-24,308,YONGE ST,WILLIAM CARSON CRES,40,"{'type': 'MultiPoint', 'coordinates': [[-79.4080900002794, 43.7521450001128]]}",2009-02-24,Tue,-79.4080900002794,43.7521450001128,0308,03
2009-02-24,308,YONGE ST,WILLIAM CARSON CRES,40,"{'type': 'MultiPoint', 'coordinates': [[-79.4080900002794, 43.7521450001128]]}",2009-02-24,Tue,-79.4080900002794,43.7521450001128,0308,03
2009-02-24,308,YONGE ST,WILLIAM CARSON CRES,40,"{'type': 'MultiPoint', 'coordinates': [[-79.4080900002794, 43.7521450001128]]}",2009-02-24,Tue,-79.4080900002794,43.7521450001128,0308,03
2009-02-25,1930,HUMBER COLLEGE Boul,WINDWOOD Driv,1,"{'type': 'MultiPoint', 'coordinates': [[-79.6066899998096, 43.7307450003392]]}",2009-02-25,Wed,-79.6066899998096,43.7307450003392,1930,19
2009-02-25,1930,HUMBER COLLEGE Boul,WINDWOOD Driv,1,"{'type': 'MultiPoint', 'coordinates': [[-79.6066899998096, 43.7307450003392]]}",2009-02-25,Wed,-79.6066899998096,43.7307450003392,1930,19
2009-02-26,730,KENNEDY RD,401 C W KENNEDY S RAMP RD,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2851589999284, 43.7763050000423]]}",2009-02-26,Thu,-79.2851589999284,43.7763050000423,0730,07
2009-02-26,730,KENNEDY RD,401 C W KENNEDY S RAMP RD,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2851589999284, 43.7763050000423]]}",2009-02-26,Thu,-79.2851589999284,43.7763050000423,0730,07
2009-02-26,730,KENNEDY RD,401 C W KENNEDY S RAMP RD,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2851589999284, 43.7763050000423]]}",2009-02-26,Thu,-79.2851589999284,43.7763050000423,0730,07
2009-02-26,730,KENNEDY RD,401 C W KENNEDY S RAMP RD,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2851589999284, 43.7763050000423]]}",2009-02-26,Thu,-79.2851589999284,43.7763050000423,0730,07
2009-02-26,2319,QUEEN ST E,LESLIE ST,65,"{'type': 'MultiPoint', 'coordinates': [[-79.3301899997877, 43.6632450004461]]}",2009-02-26,Thu,-79.3301899997877,43.6632450004461,2319,23
2009-02-26,2319,QUEEN ST E,LESLIE ST,65,"{'type': 'MultiPoint', 'coordinates': [[-79.3301899997877, 43.6632450004461]]}",2009-02-26,Thu,-79.3301899997877,43.6632450004461,2319,23
2009-03-02,1628,130 DORIS Ave,None,151,"{'type': 'MultiPoint', 'coordinates': [[-79.4091070001856, 43.765769000403]]}",2009-03-02,Mon,-79.4091070001856,43.765769000403,1628,16
2009-03-02,1628,130 DORIS Ave,None,151,"{'type': 'MultiPoint', 'coordinates': [[-79.4091070001856, 43.765769000403]]}",2009-03-02,Mon,-79.4091070001856,43.765769000403,1628,16
2009-03-03,1850,SHEPPARD AVE E,GLEN WATFORD DR,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2729899998493, 43.7866450001441]]}",2009-03-03,Tue,-79.2729899998493,43.7866450001441,1850,18
2009-03-03,1850,SHEPPARD AVE E,GLEN WATFORD DR,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2729899998493, 43.7866450001441]]}",2009-03-03,Tue,-79.2729899998493,43.7866450001441,1850,18
2009-03-03,1850,SHEPPARD AVE E,GLEN WATFORD DR,128,"{'type': 'MultiPoint', 'coordinates': [[-79.2729899998493, 43.7866450001441]]}",2009-03-03,Tue,-79.2729899998493,43.7866450001441,1850,18
2009-03-04,804,NEILSON Rd,MCLEVIN Ave,145,"{'type': 'MultiPoint', 'coordinates': [[-79.2206900001994, 43.8086450001528]]}",2009-03-04,Wed,-79.2206900001994,43.8086450001528,0804,08
2009-03-04,804,NEILSON Rd,MCLEVIN Ave,145,"{'type': 'MultiPoint', 'coordinates': [[-79.2206900001994, 43.8086450001528]]}",2009-03-04,Wed,-79.2206900001994,43.8086450001528,0804,08
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,MAIN Stre,DANFORTH Aven,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-04,2141,DANFORTH Aven,MAIN Stre,62,"{'type': 'MultiPoint', 'coordinates': [[-79.3017900003311, 43.6881449996415]]}",2009-03-04,Wed,-79.3017900003311,43.6881449996415,2141,21
2009-03-07,440,WILLIAM R ALLEN RD,TRANSIT RD,33,"{'type': 'MultiPoint', 'coordinates': [[-79.4542899995414, 43.7418450000112]]}",2009-03-07,Sat,-79.4542899995414,43.7418450000112,0440,04
2009-03-07,440,WILLIAM R ALLEN RD,TRANSIT RD,33,"{'type': 'MultiPoint', 'coordinates': [[-79.4542899995414, 43.7418450000112]]}",2009-03-07,Sat,-79.4542899995414,43.7418450000112,0440,04
2009-03-07,1318,ROGERS RD,NORTHCLIFFE BLVD,107,"{'type': 'MultiPoint', 'coordinates': [[-79.4432899994884, 43.6861449997155]]}",2009-03-07,Sat,-79.4432899994884,43.6861449997155,1318,13
2009-03-07,1318,ROGERS RD,NORTHCLIFFE BLVD,107,"{'type': 'MultiPoint', 'coordinates': [[-79.4432899994884, 43.6861449997155]]}",2009-03-07,Sat,-79.4432899994884,43.6861449997155,1318,13
2009-03-08,12,BROWNS LINE Line,HORNER AVE,20,"{'type': 'MultiPoint', 'coordinates': [[-79.545189999773, 43.6016450003686]]}",2009-03-08,Sun,-79.545189999773,43.6016450003686,0012,00
2009-03-08,12,BROWNS LINE Line,HORNER AVE,20,"{'type': 'MultiPoint', 'coordinates': [[-79.545189999773, 43.6016450003686]]}",2009-03-08,Sun,-79.545189999773,43.6016450003686,0012,00
2009-03-08,12,BROWNS LINE Line,HORNER AVE,20,"{'type': 'MultiPoint', 'coordinates': [[-79.545189999773, 43.6016450003686]]}",2009-03-08,Sun,-79.545189999773,43.6016450003686,0012,00
2009-03-08,12,BROWNS LINE Line,HORNER AVE,20,"{'type': 'MultiPoint', 'coordinates': [[-79.545189999773, 43.6016450003686]]}",2009-03-08,Sun,-79.545189999773,43.6016450003686,0012,00
2009-03-08,12,BROWNS LINE Line,HORNER AVE,20,"{'type': 'MultiPoint', 'coordinates': [[-79.545189999773, 43.6016450003686]]}",2009-03-08,Sun,-79.545189999773,43.6016450003686,0012,00
2009-03-08,15,DUNDAS ST W,MC CAUL ST,78,"{'type': 'MultiPoint', 'coordinates': [[-79.3914900004061, 43.654344999859]]}",2009-03-08,Sun,-79.3914900004061,43.654344999859,0015,00
2009-03-08,15,DUNDAS ST W,MC CAUL ST,78,"{'type': 'MultiPoint', 'coordinates': [[-79.3914900004061, 43.654344999859]]}",2009-03-08,Sun,-79.3914900004061,43.654344999859,0015,00
2009-03-08,15,DUNDAS ST W,MC CAUL ST,78,"{'type': 'MultiPoint', 'coordinates': [[-79.3914900004061, 43.654344999859]]}",2009-03-08,Sun,-79.3914900004061,43.654344999859,0015,00
2009-03-08,15,DUNDAS ST W,MC CAUL ST,78,"{'type': 'MultiPoint', 'coordinates': [[-79.3914900004061, 43.654344999859]]}",2009-03-08,Sun,-79.3914900004061,43.654344999859,0015,00
2009-03-08,350,HILL CRES,HEATHFIELD DR,139,"{'type': 'MultiPoint', 'coordinates': [[-79.2105899996521, 43.7378450001762]]}",2009-03-08,Sun,-79.2105899996521,43.7378450001762,0350,03
2009-03-08,350,HILL CRES,HEATHFIELD DR,139,"{'type': 'MultiPoint', 'coordinates': [[-79.2105899996521, 43.7378450001762]]}",2009-03-08,Sun,-79.2105899996521,43.7378450001762,0350,03
2009-03-08,350,HILL CRES,HEATHFIELD DR,139,"{'type': 'MultiPoint', 'coordinates': [[-79.2105899996521, 43.7378450001762]]}",2009-03-08,Sun,-79.2105899996521,43.7378450001762,0350,03
2009-03-10,1156,GERRARD St E,CARLAW Ave,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3433870003231, 43.6674450001394]]}",2009-03-10,Tue,-79.3433870003231,43.6674450001394,1156,11
2009-03-10,1156,GERRARD St E,CARLAW Ave,70,"{'type': 'MultiPoint', 'coordinates': [[-79.3433870003231, 43.6674450001394]]}",2009-03-10,Tue,-79.3433870003231,43.6674450001394,1156,11
2009-03-10,2051,SHEPPARD Aven E,PROGRESS Aven,146,"{'type': 'MultiPoint', 'coordinates': [[-79.2348899999373, 43.7946450001706]]}",2009-03-10,Tue,-79.2348899999373,43.7946450001706,2051,20
2009-03-10,2051,SHEPPARD Aven E,PROGRESS Aven,146,"{'type': 'MultiPoint', 'coordinates': [[-79.2348899999373, 43.7946450001706]]}",2009-03-10,Tue,-79.2348899999373,43.7946450001706,2051,20
2009-03-11,652,STEELES AVE W,PINE VALLEY  DR,21,"{'type': 'MultiPoint', 'coordinates': [[-79.5647689995978, 43.7665349998091]]}",2009-03-11,Wed,-79.5647689995978,43.7665349998091,0652,06
